ART_TOT;ART_PRM;ART_FOOD_PRM;ART_FOOD;ART_LEADER;ART_FOLLOWER;ART_FLINE;ART_EXLAB;ART_PRIVLAB
69;11;11;57;19;26;2;4;10
52;5;5;34;5;27;0;5;1
43;4;1;12;4;8;0;4;0
84;23;22;74;26;29;9;1;9
11;3;0;3;0;3;0;1;0
4;1;1;4;0;3;0;1;0
38;8;7;21;8;8;0;2;5
102;21;20;93;34;45;2;3;8
7;1;0;6;3;1;0;0;2
108;19;9;48;9;35;1;5;3
61;25;10;27;8;16;1;6;2
253;73;55;177;37;113;4;23;18
4;2;1;1;0;1;0;2;0
197;42;27;128;23;86;0;8;16
107;29;22;84;23;52;0;2;8
1;0;0;0;0;0;0;0;0
16;1;1;12;6;5;1;0;0
4;1;1;3;1;2;0;0;0
29;13;10;15;1;12;1;2;0
391;59;29;183;53;98;10;18;24
33;9;3;19;9;8;1;1;1
146;25;21;125;31;73;6;3;17
14;0;0;10;1;8;0;0;1
30;2;2;27;13;13;0;0;1
6;2;0;3;2;0;0;1;1
87;18;6;55;10;34;4;5;7
115;13;10;95;29;47;9;3;10
215;43;37;189;51;107;5;5;22
23;8;2;8;3;5;0;1;0
50;11;11;47;11;29;0;2;5
102;23;8;58;20;29;2;5;8
1;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;1;0
18;4;2;12;5;4;0;0;3
3;1;0;0;0;0;0;1;0
3;2;0;1;1;0;0;1;0
66;11;9;52;34;13;4;1;1
150;49;34;110;47;46;2;0;14
162;41;31;118;40;61;2;4;15
24;9;3;12;7;3;2;1;0
110;33;15;70;22;37;3;7;6
13;2;1;6;1;4;0;2;1
160;30;27;127;35;72;7;3;11
16;1;1;13;1;10;0;0;2
41;4;2;26;8;13;0;2;5
27;7;5;20;2;13;1;0;3
117;16;12;90;32;51;0;1;8
28;11;6;14;2;8;2;1;2
23;10;4;12;2;6;0;2;4
99;6;4;84;26;53;0;1;5
22;3;2;15;6;6;1;0;2
59;3;3;43;9;21;1;6;11
6;5;0;0;0;0;0;0;0
12;0;0;10;6;3;0;0;1
15;3;1;11;2;4;0;1;4
29;8;6;13;2;8;0;2;3
15;11;11;13;0;13;0;0;0
12;6;6;12;0;9;2;0;1
144;19;14;99;33;48;7;1;10
106;29;14;54;25;21;1;12;7
44;13;6;23;11;10;0;3;2
9;2;1;8;1;6;0;0;1
52;12;11;43;4;32;0;1;6
187;38;17;83;23;47;3;7;9
85;21;16;67;15;32;6;1;10
41;3;1;22;2;12;0;4;7
18;2;2;17;1;12;0;0;2
1;0;0;0;0;0;0;0;0
17;7;4;6;3;3;0;5;0
35;8;3;19;5;10;3;0;1
98;28;12;47;5;32;2;9;7
37;9;2;21;10;9;0;1;2
2;0;0;0;0;0;0;0;0
114;29;19;77;27;37;3;5;9
24;2;0;0;0;0;0;8;0
24;2;2;19;7;8;1;0;3
87;15;10;52;12;33;2;3;5
8;4;2;2;0;2;0;1;0
117;40;39;105;43;44;6;1;12
5;1;0;4;2;2;0;0;0
10;0;0;5;2;2;1;4;1
77;19;8;46;11;28;2;3;7
366;78;68;321;107;139;17;7;51
119;20;14;90;24;53;0;7;11
55;6;4;50;23;22;1;1;4
3;1;1;2;0;1;0;0;1
78;17;7;38;15;20;0;9;3
2;1;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0
57;10;7;33;6;22;1;3;5
42;6;0;13;3;8;0;0;2
2;1;0;0;0;0;0;0;0
4;1;1;3;0;2;0;0;1
3;3;3;3;0;3;0;0;0
183;27;23;149;55;68;6;5;16
198;49;44;179;56;96;7;3;15
47;16;15;43;14;23;2;0;3
70;19;18;65;20;34;3;0;8
53;9;6;31;3;24;0;5;4
187;20;16;98;27;66;1;9;3
36;2;1;32;20;9;0;0;3
11;3;1;4;1;3;0;0;0
74;14;13;59;13;36;2;2;7
44;19;12;28;9;16;0;1;3
1;1;0;0;0;0;0;0;0
13;4;3;11;1;8;0;0;2
48;16;14;31;7;20;2;1;2
58;8;8;44;9;26;2;5;5
13;2;1;6;5;0;0;1;1
15;6;3;9;2;4;0;1;0
82;23;18;62;20;34;1;2;8
126;39;23;68;14;43;1;15;7
81;14;6;41;6;31;0;2;4
35;1;0;17;10;5;0;4;2
135;31;18;81;19;48;2;7;12
1;0;0;0;0;0;0;0;0
5;1;0;0;0;0;0;1;0
27;7;6;16;6;7;1;2;2
9;1;1;7;2;3;0;0;2
251;40;37;184;73;83;5;8;22
1;1;0;0;0;0;0;0;0
111;19;17;88;30;50;0;1;8
3;0;0;2;0;2;0;0;0
13;1;1;11;1;8;2;0;0
51;18;14;39;7;24;1;1;7
44;20;9;27;3;17;0;3;3
128;24;18;93;28;46;2;4;16
17;4;3;11;1;8;0;4;2
378;106;93;297;104;132;13;5;44
27;3;3;15;5;6;2;0;2
2;0;0;0;0;0;0;0;0
8;2;2;4;1;3;0;0;0
3;2;1;1;0;1;0;0;0
50;8;6;41;12;20;2;0;6
396;80;76;355;102;190;14;7;46
13;2;1;9;2;5;0;1;0
550;102;80;405;95;233;15;18;51
14;2;0;12;5;5;1;0;1
70;8;4;62;19;36;4;1;2
10;1;0;2;0;2;4;0;0
5;1;1;4;2;1;0;0;1
45;7;5;24;8;13;1;3;1
28;8;7;25;8;15;0;0;2
36;2;2;18;0;13;0;2;5
99;20;13;52;25;21;1;3;5
3;3;3;3;0;3;0;0;0
86;25;21;63;11;40;5;1;6
52;13;6;31;15;15;0;1;1
77;21;16;58;10;35;1;2;11
80;22;17;54;21;27;2;2;4
17;4;0;1;0;0;0;2;1
121;16;9;48;14;28;1;2;4
1;0;0;0;0;0;0;0;0
134;24;24;128;53;66;2;0;7
47;14;4;16;9;7;0;3;2
41;5;3;32;7;24;0;1;1
8;4;2;3;0;1;0;1;2
70;23;14;49;14;27;0;1;7
12;3;3;8;1;5;1;0;1
90;11;9;65;9;38;6;3;10
25;5;4;14;2;10;1;1;1
253;47;41;181;51;102;8;14;19
111;13;9;81;21;52;3;3;5
44;4;2;27;4;17;2;1;3
33;7;5;30;5;18;0;0;6
3;1;0;0;0;0;0;2;0
33;5;2;17;1;10;0;1;6
13;2;0;3;0;2;0;0;1
12;2;0;4;3;1;0;0;0
25;5;1;12;6;4;0;3;2
149;39;33;104;31;56;4;3;15
5;1;0;2;0;1;0;0;1
39;8;7;26;3;18;0;3;5
25;5;5;23;4;15;0;0;3
20;7;4;8;2;4;0;1;2
30;4;4;29;7;19;0;0;2
10;0;0;8;2;4;0;0;2
10;0;0;4;1;2;0;0;1
75;13;6;54;19;24;0;2;9
38;3;2;26;2;16;2;3;6
8;6;3;3;1;2;0;0;0
3;1;0;0;0;0;0;0;0
7;2;2;5;1;3;1;0;0
16;4;0;4;0;3;0;1;1
115;22;9;50;21;24;2;12;3
21;3;3;16;7;7;0;0;2
30;6;6;22;11;9;0;1;2
98;27;10;64;29;26;3;12;6
84;8;7;66;21;33;4;4;9
138;25;19;111;44;50;4;7;11
88;22;6;30;4;20;3;5;3
26;0;0;14;12;1;0;1;1
52;18;3;5;1;3;0;8;1
34;8;5;24;3;15;2;0;5
57;12;8;36;8;17;3;6;8
94;18;17;74;38;27;2;0;7
24;2;2;18;13;4;2;0;1
62;9;6;36;9;21;1;5;3
13;3;3;12;1;10;0;0;1
5;0;0;5;0;4;0;0;1
6;3;1;2;0;1;0;2;1
39;12;8;26;10;13;0;0;3
9;3;3;9;3;6;0;0;0
2;2;0;0;0;0;0;1;0
13;4;2;9;1;7;0;1;1
10;4;3;7;0;5;0;1;2
43;12;11;42;10;22;6;1;4
8;1;0;1;0;0;0;1;1
3;0;0;1;0;1;0;0;0
16;1;1;7;4;3;0;0;0
11;2;0;1;0;0;0;3;1
12;1;0;3;1;2;0;1;0
96;29;26;84;16;50;6;1;11
131;17;6;59;20;22;2;10;14
19;1;1;16;10;5;0;0;1
102;42;29;75;13;48;4;6;9
25;9;7;18;4;12;0;0;2
31;4;4;23;4;14;0;0;5
3;2;1;2;1;1;0;0;0
21;3;2;15;7;4;0;1;3
211;60;59;206;62;98;19;1;24
54;9;7;35;7;25;1;2;2
152;19;14;129;62;55;3;1;8
38;7;6;35;8;21;1;0;5
46;2;0;29;15;12;2;2;1
161;16;14;133;59;47;9;0;18
67;24;4;11;6;3;0;18;2
134;28;26;116;29;66;6;4;12
11;2;1;8;4;2;0;0;1
157;9;7;113;45;58;5;4;5
25;6;5;19;4;9;2;1;3
128;19;12;87;36;42;1;5;7
41;10;8;31;12;14;1;1;3
19;4;3;12;0;10;0;1;2
15;2;2;15;1;11;0;1;2
83;25;19;63;19;34;4;0;6
18;3;3;18;0;17;0;0;1
43;14;5;21;7;13;1;3;0
10;1;1;1;0;1;0;3;0
60;15;7;45;14;13;5;0;10
62;21;18;50;12;32;3;0;2
1;0;0;0;0;0;0;0;0
79;19;9;41;14;25;1;3;1
101;27;22;82;35;38;2;3;5
37;10;9;33;7;21;2;2;2
13;2;2;7;2;4;0;0;1
10;6;3;4;0;4;0;0;0
501;112;76;322;94;175;7;19;37
7;3;2;5;1;3;0;1;0
15;3;3;10;1;8;0;0;1
31;10;7;21;3;10;1;3;6
6;1;1;2;1;1;0;0;0
144;25;16;84;22;52;0;3;10
17;6;6;16;4;9;1;0;2
13;2;1;10;5;3;0;1;1
117;25;13;41;14;24;0;7;4
11;4;0;0;0;0;0;2;0
14;5;4;12;3;4;0;0;5
25;5;5;15;2;8;0;0;5
103;16;16;86;35;40;1;2;8
44;3;3;34;16;14;0;2;4
38;6;4;27;5;15;0;1;5
195;39;30;129;43;57;3;5;19
240;46;44;200;78;98;8;4;18
26;4;4;22;5;11;2;0;3
86;14;10;52;12;36;2;6;2
27;10;8;22;9;10;0;0;3
1;0;0;0;0;0;0;0;0
22;2;1;6;2;3;0;1;1
63;6;5;32;5;24;0;1;5
4;0;0;1;0;0;0;0;1
30;15;7;19;4;13;0;0;2
27;7;7;24;2;17;0;1;5
21;4;3;9;1;7;0;0;1
133;27;21;102;19;68;2;1;11
79;14;13;52;15;28;0;5;8
83;10;7;68;27;28;4;2;9
7;1;0;6;1;4;0;0;1
34;4;3;23;4;17;0;0;2
9;0;0;4;1;1;0;0;2
10;1;0;2;1;2;0;1;0
12;8;6;7;1;5;0;0;1
112;36;26;90;19;48;12;2;9
3;0;0;3;0;3;0;0;0
9;3;2;8;3;2;0;0;3
71;15;14;53;15;17;3;4;18
49;8;2;12;1;9;1;6;1
18;6;6;18;3;12;0;0;3
54;2;2;46;19;22;3;0;2
85;26;20;63;19;28;4;3;10
1;0;0;0;0;0;0;0;0
123;23;15;64;17;34;2;15;10
12;4;1;4;1;1;1;1;1
27;7;7;23;12;9;0;0;2
11;0;0;7;4;2;1;1;0
47;9;9;30;7;19;1;4;3
4;0;0;4;0;3;0;0;1
47;7;6;36;8;20;1;2;5
1;0;0;0;0;0;0;0;0
12;8;8;12;2;4;1;2;3
201;52;31;133;46;67;3;3;17
175;46;34;127;58;47;7;6;14
23;17;16;21;5;11;4;0;1
18;3;2;9;5;3;0;1;1
16;1;1;16;3;10;1;0;2
10;3;0;0;0;0;0;4;0
77;19;8;40;15;15;4;1;6
78;18;15;62;17;28;9;1;6
20;4;4;19;4;14;0;0;1
1;1;1;1;0;1;0;0;0
14;2;1;9;1;5;1;0;2
82;10;5;46;14;27;0;6;4
160;43;28;118;24;73;6;8;14
143;39;32;118;30;58;9;1;20
48;11;11;19;6;10;2;6;1
19;4;1;5;2;1;0;2;2
94;14;10;78;22;38;5;1;12
21;0;0;20;2;13;1;0;4
89;13;6;37;7;22;2;12;6
13;3;1;3;0;3;0;0;1
17;17;17;17;0;16;0;0;0
117;17;8;73;20;39;5;0;9
49;12;12;40;5;30;2;0;3
390;107;64;272;77;129;20;9;36
6;0;0;3;0;2;0;0;1
22;2;1;11;2;8;0;1;1
1;0;0;1;0;1;0;0;0
107;16;11;55;14;34;1;6;6
14;3;2;7;1;6;0;0;0
129;13;9;116;32;68;3;4;8
17;5;5;13;2;9;1;0;1
3;0;0;0;0;0;0;0;0
20;4;1;3;0;2;0;3;1
77;22;15;58;20;27;0;4;10
65;19;14;39;14;22;0;3;1
10;2;2;8;0;4;2;0;2
116;26;11;84;42;29;1;2;11
70;11;7;48;14;22;3;2;9
173;37;36;164;31;121;7;3;5
1;0;0;0;0;0;0;0;0
1;0;0;1;0;1;0;0;0
103;21;16;80;34;34;1;3;9
6;2;0;0;0;0;0;0;0
23;7;7;23;8;10;1;0;4
7;3;0;1;0;1;0;1;0
21;7;5;19;8;8;1;0;2
37;7;6;27;11;10;1;1;4
154;28;23;130;59;53;4;6;11
10;2;0;0;0;0;0;2;0
84;14;11;67;20;23;10;1;13
253;68;40;167;42;103;5;10;17
12;0;0;0;0;0;0;6;0
109;30;25;62;21;33;1;2;6
84;21;21;70;18;32;4;1;16
54;18;4;17;2;11;1;4;3
24;12;9;21;2;17;0;0;2
14;3;1;10;0;8;0;0;2
8;0;0;3;0;0;0;2;3
55;13;4;43;24;13;1;0;5
97;23;10;37;18;17;0;10;3
4;0;0;2;0;1;0;0;1
37;6;6;33;14;13;4;1;1
109;24;17;37;14;23;0;15;1
36;12;5;22;9;9;1;0;3
4;2;0;2;0;2;0;0;0
14;2;1;11;8;2;0;0;1
27;5;3;12;5;6;0;1;1
81;30;30;81;20;42;11;1;7
15;3;1;6;1;4;0;3;1
101;29;24;85;22;51;0;2;9
19;2;1;8;0;8;1;0;0
54;19;15;43;16;18;2;0;6
9;1;1;3;0;3;0;2;0
9;4;0;3;1;2;0;1;0
61;20;6;34;5;26;1;0;3
15;0;0;0;0;0;0;3;0
8;1;0;1;0;0;0;1;1
