ART_TOT;ART_PRM;ART_FOOD_PRM;ART_FOOD;ART_LEADER;ART_FOLLOWER;ART_FLINE;ART_EXLAB;ART_PRIVLAB
4;0;0;1;0;0;0;0;1
2;1;0;0;0;0;0;0;0
176;61;30;70;14;41;5;14;8
56;8;5;27;13;10;1;1;4
32;1;1;26;10;14;0;0;2
49;20;13;35;6;25;2;1;1
76;13;11;68;26;41;0;1;2
5;0;0;0;0;0;0;0;0
2;0;0;2;0;2;0;0;0
63;9;6;38;10;20;2;3;6
6;1;0;0;0;0;0;1;0
3;2;0;0;0;0;0;0;0
29;12;10;18;0;17;0;2;1
45;11;3;9;1;6;0;4;2
16;5;0;1;0;0;0;3;1
967;417;384;755;265;409;19;32;49
39;17;15;29;9;17;1;0;2
272;94;67;165;45;93;8;8;14
50;14;7;23;5;17;0;0;2
6;2;1;4;0;4;0;0;0
55;6;6;34;5;23;0;6;2
228;60;50;180;34;110;17;3;13
263;65;63;249;100;121;2;4;22
203;29;18;138;37;68;9;6;22
81;19;17;61;12;37;3;2;9
10;3;2;8;4;4;0;0;1
18;9;8;13;1;12;0;0;0
57;11;4;34;5;24;0;0;4
2;0;0;0;0;0;0;0;0
395;98;81;318;88;194;10;5;25
2;2;2;2;0;2;0;0;0
41;1;1;25;15;7;0;2;3
54;12;4;27;9;11;6;2;3
71;22;18;56;11;31;3;4;10
9;2;1;1;0;1;0;2;0
24;6;1;7;2;4;0;1;1
7;1;1;1;0;1;0;0;0
99;29;7;29;9;16;2;14;3
26;4;1;20;2;14;0;0;4
152;28;21;117;15;83;2;3;12
44;8;5;32;3;18;0;3;9
95;20;19;70;28;31;5;5;5
143;54;50;113;30;54;3;2;25
33;12;10;15;6;6;1;2;2
3;1;0;0;0;0;0;0;0
106;23;21;94;27;61;0;0;6
101;34;27;65;7;49;1;6;8
32;4;4;24;9;11;1;0;3
13;5;5;10;1;6;0;0;3
11;2;0;0;0;0;0;1;0
70;14;12;48;14;32;0;0;2
298;85;77;258;77;141;6;13;32
147;25;16;84;37;38;1;7;7
78;8;5;38;6;24;3;1;5
2;2;2;2;0;2;0;0;0
25;6;5;23;6;15;0;0;2
4;1;0;0;0;0;0;0;0
56;12;10;37;14;21;1;1;2
47;15;15;47;10;35;0;0;2
35;13;8;25;1;14;2;5;8
52;9;8;22;6;14;0;4;1
19;1;1;15;6;8;0;1;1
5;2;0;0;0;0;0;1;0
158;19;14;122;50;48;4;6;17
47;11;6;29;7;16;2;3;4
116;17;16;98;38;56;0;2;3
40;12;10;30;5;15;4;0;6
187;25;23;172;65;95;6;1;7
10;1;1;5;2;2;0;2;1
28;5;4;24;5;16;0;1;2
9;2;0;1;0;0;0;0;1
317;121;95;238;55;147;8;13;21
7;2;0;1;0;0;0;0;1
178;29;27;137;29;83;8;9;14
59;5;3;42;10;29;2;0;1
118;15;14;112;36;59;3;4;6
63;29;22;46;10;32;2;7;2
30;13;6;11;3;5;1;3;2
14;0;0;7;1;3;0;0;4
59;11;10;51;15;27;3;0;5
81;10;6;39;18;16;1;5;3
34;5;3;21;9;5;2;2;5
5;0;0;0;0;0;0;1;0
76;11;11;51;5;31;1;3;10
14;2;2;14;5;7;0;0;2
5;0;0;1;0;0;0;0;0
91;29;27;85;22;42;9;0;9
13;0;0;11;0;8;0;0;3
84;16;15;73;28;34;1;2;10
32;3;2;17;1;10;1;6;4
3;1;1;1;1;0;0;0;0
83;12;11;68;21;41;0;3;4
109;27;23;94;33;48;3;1;10
113;32;30;105;24;44;14;1;22
3;0;0;0;0;0;0;0;0
26;10;10;21;2;18;0;0;1
40;7;2;13;6;6;0;1;1
208;45;41;193;54;116;3;1;16
2;1;0;1;0;0;0;0;1
15;11;11;11;0;11;0;0;0
528;101;70;330;84;197;10;26;24
25;4;3;20;2;15;0;0;3
29;0;0;23;9;11;1;0;2
149;21;20;137;58;65;1;3;12
98;44;44;95;30;47;7;0;10
19;7;3;7;3;3;1;1;0
35;4;2;26;8;10;1;0;7
50;10;6;41;18;16;5;3;2
12;3;2;3;1;2;0;5;0
75;11;9;61;21;30;4;1;4
53;12;6;30;15;14;0;1;1
2;0;0;0;0;0;0;0;0
31;8;4;24;2;21;0;0;1
35;12;12;32;14;13;4;0;1
25;7;6;24;8;10;0;0;3
41;8;8;37;16;20;0;1;2
256;50;35;164;50;95;3;13;14
61;15;11;46;13;30;1;0;2
147;13;9;90;19;64;2;3;5
46;5;4;32;9;18;1;0;5
53;17;8;30;11;15;1;3;3
241;49;45;210;52;96;11;9;42
1;0;0;0;0;0;0;0;0
13;4;1;9;4;4;1;0;0
15;7;6;13;1;9;1;1;1
17;8;7;11;1;9;0;2;1
36;6;5;26;5;21;0;2;0
45;5;4;35;9;15;3;0;8
22;3;2;15;3;10;0;0;1
113;36;22;72;24;38;2;5;6
402;56;45;233;85;130;1;16;12
5;0;0;1;0;1;0;0;0
189;39;36;176;51;122;0;0;4
73;15;8;53;20;31;0;2;2
18;2;1;3;0;3;0;0;0
125;25;22;109;27;60;5;2;16
92;17;15;73;16;46;0;3;11
56;15;11;38;7;25;4;1;2
23;7;4;14;0;13;1;1;0
44;8;6;34;6;21;0;0;7
119;24;18;96;45;44;0;6;7
28;7;3;8;0;3;0;2;5
35;7;0;5;4;1;0;4;0
111;19;19;108;33;64;1;0;10
16;6;0;3;0;1;0;1;2
200;47;43;159;54;87;3;8;9
6;5;5;5;0;5;0;0;0
32;9;9;28;6;15;3;0;4
33;9;0;8;5;3;0;0;0
53;9;5;30;5;22;2;1;1
5;3;0;0;0;0;0;0;0
3;1;1;1;0;1;0;0;0
222;36;27;102;33;61;0;22;7
248;27;25;160;52;76;4;20;26
80;17;8;59;10;38;5;1;4
221;58;51;154;34;93;5;7;17
7;3;3;6;1;5;0;0;0
3;0;0;0;0;0;0;0;0
60;2;1;19;5;13;0;8;1
39;3;1;22;1;9;2;1;11
22;8;5;10;2;7;0;0;1
32;10;6;27;10;11;4;2;1
71;10;6;43;9;19;4;11;9
10;3;2;5;0;5;0;0;0
28;4;3;25;8;14;2;0;1
87;18;8;39;16;17;5;1;1
21;1;1;9;3;6;0;1;3
27;8;1;5;4;0;0;2;1
27;7;5;20;6;10;1;0;3
61;10;8;40;8;25;1;1;4
12;0;0;2;0;2;0;2;0
938;348;323;773;201;431;37;29;90
38;14;14;37;13;16;0;0;8
194;55;54;190;75;89;8;1;16
13;4;3;6;4;1;0;0;1
23;9;8;20;3;9;3;1;4
119;6;2;96;37;41;9;0;9
47;13;13;42;16;19;3;2;4
229;39;38;196;56;120;3;4;12
197;38;33;147;52;62;10;8;20
33;10;9;31;3;22;1;1;5
47;11;9;44;19;18;1;0;6
101;22;13;56;16;28;4;4;8
33;3;3;23;11;11;0;0;1
128;28;21;112;36;58;1;2;14
15;5;5;15;4;7;1;0;3
107;12;6;39;7;28;0;7;2
12;5;2;4;2;2;0;1;0
97;31;18;61;11;42;3;7;5
29;3;1;10;6;3;0;4;1
68;18;17;53;15;32;1;1;3
5;1;1;4;0;3;1;0;0
55;10;8;33;11;17;1;4;3
26;6;4;19;5;10;1;0;3
3;0;0;0;0;0;0;2;0
19;6;0;0;0;0;0;6;0
28;14;3;10;0;7;0;0;3
45;11;11;45;8;25;8;0;3
63;21;14;45;13;27;0;0;3
91;16;10;34;6;22;0;7;5
28;5;5;19;8;10;0;2;1
72;13;10;51;15;28;0;0;8
19;4;4;17;5;9;0;0;2
137;32;23;86;28;46;7;15;4
81;13;9;55;15;36;1;3;2
127;45;44;114;37;66;3;1;6
49;6;6;49;19;28;1;0;0
9;1;1;8;2;4;1;0;1
45;3;3;38;15;21;0;0;2
19;6;6;18;2;14;1;0;1
102;13;13;95;31;45;9;0;7
21;11;6;12;1;9;1;0;1
253;45;29;131;42;81;2;16;6
218;38;34;179;27;123;8;4;17
41;12;11;32;10;19;0;0;3
40;0;0;36;15;19;1;0;2
15;3;1;12;6;4;0;0;2
124;23;23;121;41;56;11;1;11
128;25;22;98;29;55;3;3;8
3;1;1;2;0;1;0;0;0
16;3;2;10;4;5;0;2;1
61;9;5;33;11;16;3;3;2
140;14;9;94;22;60;4;4;6
31;10;10;30;6;19;0;1;4
10;0;0;3;1;1;0;0;1
23;4;4;22;7;11;2;0;2
49;9;7;36;10;24;1;5;1
13;5;4;12;2;8;0;0;2
191;57;56;176;60;90;5;2;16
106;27;18;48;9;35;0;12;3
20;0;0;1;1;0;0;1;1
55;10;4;34;6;26;0;1;1
88;31;27;64;4;56;1;2;2
31;11;0;0;0;0;0;9;0
10;4;0;1;0;0;0;5;1
22;3;3;22;4;17;0;0;1
68;17;12;53;12;36;0;1;2
19;1;0;8;3;4;0;0;1
9;1;1;9;2;5;1;0;1
77;16;13;56;18;30;1;2;5
12;2;0;0;0;0;0;5;0
17;2;0;1;0;0;0;6;1
29;1;0;1;0;0;0;0;1
113;38;34;98;21;60;2;4;9
135;19;14;84;22;41;7;3;13
149;23;16;86;27;42;1;11;13
4;1;0;0;0;0;0;1;0
138;28;22;83;23;54;2;4;5
2;0;0;1;0;1;0;0;0
64;20;9;34;7;22;3;3;2
46;5;4;27;7;16;1;1;3
71;6;6;53;14;32;0;2;7
7;0;0;5;4;0;0;0;1
28;1;1;10;2;7;0;8;1
50;8;8;48;14;31;0;0;3
79;15;11;46;17;23;2;7;4
205;49;36;137;61;66;2;14;10
21;3;2;20;3;11;1;1;3
3;2;0;0;0;0;0;0;0
437;100;90;379;72;213;32;6;54
57;11;11;55;17;28;3;0;7
11;2;0;5;2;2;0;2;0
133;41;40;128;46;63;6;0;9
77;20;20;70;20;32;4;0;13
115;27;27;105;54;48;0;0;3
167;42;24;123;25;72;8;11;17
28;6;6;16;7;8;0;2;1
54;8;6;45;9;24;3;1;7
149;24;22;133;27;76;6;0;20
23;3;2;17;5;10;0;0;2
580;180;170;512;142;246;54;5;67
8;0;0;8;0;8;0;0;0
56;15;13;41;12;20;1;2;8
61;20;5;36;16;15;0;0;4
50;14;5;17;2;14;2;4;1
14;3;3;13;3;3;3;0;4
5;0;0;0;0;2;0;1;0
144;34;28;118;25;72;7;4;13
32;4;0;15;6;7;0;1;2
19;4;0;1;0;1;0;1;0
248;64;54;184;53;91;15;14;20
34;6;6;32;7;18;2;1;5
15;0;0;2;1;1;0;2;1
144;30;25;97;18;64;3;11;5
42;13;12;40;6;26;3;2;2
147;14;11;76;22;41;1;8;9
49;13;13;42;12;22;1;1;4
231;51;43;165;51;101;2;8;10
8;6;6;8;0;8;0;0;0
10;3;1;5;2;2;0;0;1
14;9;0;0;0;0;0;2;0
221;59;37;119;32;71;7;16;6
97;24;20;62;22;32;3;0;8
48;7;5;39;5;27;0;2;5
7;1;0;0;0;0;0;4;0
153;34;34;151;50;69;11;0;18
26;10;10;24;5;19;0;0;0
3;1;0;0;0;0;0;1;0
1;0;0;0;0;0;0;0;0
43;11;8;20;7;11;1;1;1
75;10;10;65;24;36;0;0;4
77;12;11;71;28;39;0;1;3
28;8;6;16;7;5;1;0;3
30;6;6;30;7;18;0;0;5
17;10;10;17;3;14;0;0;0
61;14;13;50;16;32;0;0;2
394;126;100;240;66;146;3;20;19
123;21;20;117;46;57;0;4;10
164;24;22;144;40;74;6;0;21
38;9;6;27;8;16;0;4;3
154;26;19;127;38;69;3;2;17
43;9;7;36;12;16;5;0;2
25;1;1;21;12;8;0;0;1
60;17;6;35;15;18;1;2;1
28;8;8;22;4;15;1;1;1
63;19;15;41;8;23;2;2;5
89;23;20;79;34;34;2;1;8
20;4;4;15;10;4;0;0;1
4;0;0;1;0;0;0;0;1
13;6;6;13;0;13;0;0;0
14;5;4;8;2;3;1;0;1
299;75;67;250;73;133;10;9;29
62;9;8;20;7;11;0;11;1
5;1;0;0;0;0;0;0;0
1;1;0;0;0;0;0;0;0
89;22;22;83;21;51;6;3;1
88;22;19;57;21;32;1;4;3
274;59;56;208;51;113;11;8;32
12;2;0;0;0;0;0;3;0
192;45;32;127;16;102;0;6;10
126;13;10;78;27;43;2;17;7
1;0;0;0;0;0;0;0;0
76;10;8;55;26;27;0;0;4
25;4;3;18;5;10;0;0;2
29;4;2;22;4;11;3;0;1
7;3;2;4;4;0;0;0;0
60;17;11;28;8;18;0;3;2
7;7;1;1;0;0;0;0;1
51;8;7;21;4;15;0;5;2
69;14;14;64;11;38;4;4;5
181;29;29;179;31;113;2;4;24
12;0;0;1;0;0;0;2;1
67;10;0;8;1;6;0;3;1
9;3;2;7;2;4;0;0;1
48;4;2;22;2;18;0;2;0
1;0;0;0;0;0;0;1;0
10;2;0;1;0;0;0;1;1
44;12;11;42;14;20;4;0;4
13;2;2;10;2;4;0;0;4
103;33;26;58;20;34;1;6;3
5;1;1;4;0;3;0;0;1
55;19;18;52;10;26;5;0;7
4;2;0;0;0;0;0;0;0
185;29;26;125;30;82;1;2;13
331;109;95;272;52;174;17;10;22
72;24;19;64;17;41;1;2;4
104;19;8;35;6;22;0;10;4
23;3;2;14;1;11;0;0;1
3;0;0;0;0;0;0;1;0
38;11;5;18;3;11;1;0;2
20;20;20;20;0;20;0;0;0
80;14;12;65;17;39;1;1;6
2;0;0;2;0;2;0;0;0
23;8;5;17;5;6;1;0;5
16;3;3;15;7;4;1;0;2
220;26;24;204;83;93;1;6;18
191;36;32;179;69;92;3;1;15
26;8;7;23;6;14;0;0;1
6;0;0;1;0;0;0;0;1
15;5;1;6;2;3;0;0;1
22;7;7;18;6;9;1;1;2
75;22;20;55;13;38;0;1;4
2;2;0;0;0;0;0;0;0
16;4;3;13;1;7;1;0;4
68;15;15;57;8;38;4;0;7
14;3;2;8;3;5;0;0;0
13;1;0;6;4;1;0;0;1
5;2;2;4;1;3;0;0;0
1;0;0;0;0;0;0;0;0
32;9;4;16;3;11;0;2;1
4;0;0;0;0;0;0;0;0
61;17;10;39;17;17;1;1;4
83;15;12;40;10;22;2;7;4
57;8;8;48;9;32;1;1;6
11;2;0;0;0;0;0;1;0
30;0;0;2;0;1;0;5;2
19;5;4;13;0;11;0;0;2
9;3;0;0;0;0;0;2;0
24;7;4;14;1;11;0;0;2
25;8;7;23;5;15;1;0;2
36;15;9;21;4;17;0;1;0
471;97;53;218;56;147;2;10;15
3;0;0;2;0;2;0;0;0
20;5;2;11;1;8;0;3;2
122;37;36;113;27;66;7;2;11
5;1;0;0;0;0;0;0;0
364;95;80;292;64;170;10;13;40
66;20;15;49;14;28;4;6;1
8;0;0;1;0;0;0;3;1
77;16;12;35;4;26;1;6;3
95;18;13;74;21;46;2;1;6
308;56;49;252;60;137;5;12;38
45;9;6;19;5;11;1;1;3
27;5;4;13;4;8;1;1;0
95;36;30;67;23;41;2;2;1
397;77;73;341;137;182;1;2;18
344;69;64;292;109;148;9;5;27
1;0;0;0;0;0;0;0;0
172;31;27;152;34;82;9;3;22
29;6;4;26;7;14;1;0;4
29;6;0;0;0;0;0;4;0
930;135;101;700;258;365;14;20;57
15;1;1;12;3;9;0;0;0
5;2;0;0;0;0;0;1;0
18;4;2;9;0;7;0;1;1
11;1;0;1;0;1;0;1;0
19;6;3;14;3;6;0;0;5
39;14;12;26;4;16;3;1;3
133;51;36;94;24;53;4;3;10
31;9;5;8;1;1;0;3;4
6;2;1;3;1;1;1;1;0
16;3;3;13;0;10;1;0;2
6;1;1;1;0;0;2;0;0
23;8;8;21;3;14;2;0;2
30;7;6;29;6;19;2;0;2
56;11;6;28;10;17;1;3;2
94;22;21;71;20;43;0;7;7
2;2;0;0;0;0;0;0;0
19;14;0;0;0;1;0;0;0
16;3;3;9;2;6;0;2;1
278;89;78;241;47;127;26;4;26
61;10;10;58;9;39;1;2;7
65;24;17;46;10;23;3;0;10
92;19;19;92;29;52;1;0;8
260;64;62;242;74;114;16;5;27
30;5;4;23;7;11;0;0;7
5;1;0;0;0;0;0;2;0
81;18;15;73;45;21;2;0;3
28;9;8;26;6;17;0;0;3
36;20;12;27;10;11;5;0;0
9;2;0;1;0;0;0;1;1
434;122;112;365;97;205;12;21;36
34;7;1;4;0;2;0;1;2
29;8;3;6;3;3;1;2;0
458;130;125;414;106;254;17;8;31
211;35;32;174;46;118;4;1;3
301;37;26;178;38;100;12;19;25
7;4;4;5;1;3;0;2;0
8;2;1;3;0;3;0;0;0
111;19;19;91;23;50;2;1;16
46;13;12;34;6;21;0;3;5
5;0;0;0;0;0;0;2;0
28;6;4;11;4;5;0;2;2
51;8;7;46;11;26;2;1;6
49;4;3;33;13;16;0;1;4
38;8;5;16;6;11;0;1;0
36;3;2;31;11;13;7;0;0
10;2;2;4;3;2;0;1;0
38;5;0;16;7;8;0;2;1
30;1;1;24;2;16;0;3;5
15;4;2;13;4;7;0;0;2
17;3;3;12;2;8;0;0;2
24;3;1;15;4;8;1;0;3
81;15;11;57;23;30;0;3;4
122;33;14;45;10;30;4;3;1
78;12;12;63;33;23;1;2;4
17;13;13;17;1;14;0;0;2
5;0;0;1;0;1;0;0;0
677;148;117;530;184;298;9;8;34
94;6;6;76;25;38;9;1;6
76;20;20;69;9;55;1;0;4
92;24;24;79;22;37;6;0;13
52;12;10;43;22;16;0;3;5
2;0;0;0;0;0;0;1;0
57;10;10;50;17;26;1;1;5
16;2;1;11;5;2;2;0;2
124;33;30;82;24;46;1;7;9
5;0;0;0;0;0;0;1;0
40;9;7;30;10;15;3;0;2
3;1;0;0;0;0;0;0;0
12;5;4;8;2;4;1;1;1
44;17;15;37;9;16;7;2;3
14;5;3;10;2;5;1;0;2
11;4;0;0;0;0;0;1;0
6;2;0;2;0;1;0;0;1
15;0;0;9;5;2;0;1;1
3;0;0;2;0;2;0;0;0
3;2;1;1;0;1;0;0;0
19;1;1;19;6;6;1;0;6
148;42;20;65;25;28;2;12;10
13;3;3;13;3;9;1;0;0
31;9;8;29;3;19;3;0;2
133;19;12;77;31;35;5;6;5
301;101;98;261;61;104;54;4;37
18;2;1;7;2;4;1;1;0
4;0;0;2;0;1;0;1;0
15;0;0;1;0;0;0;1;1
163;49;45;150;47;82;7;1;11
21;1;1;18;3;14;0;1;1
227;42;35;168;43;98;4;9;20
223;24;19;153;47;85;3;1;15
70;25;17;50;10;24;9;0;6
390;98;93;358;120;207;3;6;25
167;51;41;143;43;86;2;4;10
14;6;5;9;2;5;0;1;2
42;17;9;26;10;13;0;0;3
12;0;0;1;0;1;0;1;1
27;9;9;23;5;17;0;0;1
249;64;59;207;63;120;6;7;16
7;0;0;5;0;4;0;0;1
6;3;3;6;1;4;1;0;0
18;1;1;8;1;7;0;3;1
58;16;15;46;5;32;6;2;2
148;20;15;130;46;71;3;0;7
43;7;7;39;6;26;0;2;6
48;6;4;33;8;20;0;1;4
8;0;0;1;0;0;0;1;1
255;57;39;156;46;101;3;5;4
19;5;0;4;1;2;0;1;1
1;1;0;0;0;0;0;0;0
23;3;0;0;0;0;0;6;0
50;10;2;21;1;19;1;14;0
76;24;18;44;11;28;1;6;5
2;0;0;0;0;0;0;0;0
15;1;1;10;4;5;0;0;1
55;26;25;45;17;21;2;3;3
82;9;8;77;32;37;0;3;6
32;7;3;14;2;10;0;3;1
61;11;9;35;14;19;0;2;2
4;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0
15;3;0;0;0;0;0;4;0
61;12;8;28;6;17;3;7;2
257;64;50;170;26;103;12;15;23
79;24;18;47;1;41;1;3;4
176;34;31;147;39;71;13;3;20
36;13;9;20;1;16;1;0;2
15;3;0;1;0;1;0;2;0
10;1;0;3;2;1;0;1;0
3;2;0;1;0;0;0;0;1
574;104;95;518;128;315;10;15;52
37;8;0;7;2;4;0;5;1
17;4;4;15;4;7;3;0;1
2;0;0;0;0;0;0;0;0
11;0;0;11;2;6;0;1;1
17;5;4;13;2;9;0;1;2
36;7;7;26;9;10;1;0;6
54;18;11;25;6;15;0;6;2
59;25;25;55;20;28;2;0;5
134;40;22;93;13;52;16;2;8
62;9;9;45;17;25;3;0;3
207;56;48;172;34;83;23;5;25
45;8;1;25;6;11;1;1;5
632;88;78;521;179;245;24;13;70
231;40;34;195;64;104;3;10;17
175;37;36;164;42;100;4;2;16
104;20;13;85;29;44;2;0;8
2;0;0;0;0;0;0;0;0
4;2;1;1;0;1;0;0;0
2;0;0;0;0;0;0;0;0
27;4;3;18;9;7;0;0;2
34;14;12;29;7;15;2;0;5
196;51;38;141;20;94;4;8;18
79;20;20;77;20;47;2;2;5
11;2;0;0;0;0;0;1;0
27;4;3;9;2;4;1;5;2
39;6;2;8;3;4;1;7;0
32;9;8;29;10;14;0;0;4
100;18;16;78;20;46;2;5;8
23;4;4;14;7;4;2;1;1
23;7;4;14;3;5;0;0;6
34;11;6;25;4;8;7;2;4
153;46;43;143;37;75;8;6;17
210;48;34;175;60;105;3;7;6
26;6;5;20;8;10;0;0;2
1;1;0;0;0;0;0;0;0
186;39;38;178;46;94;12;0;24
7;4;3;5;1;1;3;1;0
1;1;1;1;0;1;0;0;0
82;15;7;53;14;34;4;4;0
345;92;72;256;54;136;14;7;48
211;49;47;197;73;93;13;1;14
73;14;4;45;15;25;0;3;4
123;17;16;108;27;52;10;1;18
58;7;7;48;6;36;2;0;3
120;25;16;85;14;56;1;2;10
210;80;71;176;37;82;14;0;39
195;39;33;169;38;110;5;4;11
54;12;6;33;5;23;1;6;4
6;1;1;1;0;1;0;0;0
535;135;123;440;168;215;22;13;30
9;0;0;1;0;0;0;5;1
7;1;1;3;1;2;0;0;0
41;9;8;19;4;12;1;0;2
343;59;58;322;128;154;7;4;27
1;1;0;0;0;0;0;0;0
50;10;8;30;3;14;5;4;5
370;74;69;307;67;164;25;9;41
49;5;3;43;10;31;0;0;2
8;0;0;5;2;2;1;0;0
11;1;1;10;2;4;3;1;1
49;9;4;27;6;18;0;1;2
31;10;9;20;1;13;1;0;5
12;5;0;1;0;0;0;0;1
28;11;10;26;8;13;0;1;5
89;14;10;47;26;17;2;7;1
103;24;15;40;10;29;0;11;1
22;0;0;16;6;9;0;2;0
5;0;0;5;1;3;0;0;1
240;54;38;145;47;86;2;4;10
65;12;12;57;9;41;2;1;3
17;4;2;6;3;2;0;3;1
180;42;35;146;43;86;5;4;11
273;43;32;165;61;94;3;15;9
3;2;0;0;0;0;0;0;0
34;2;1;24;16;4;0;3;4
92;25;23;60;14;41;0;5;3
281;120;119;271;78;141;16;5;27
46;14;11;33;6;18;2;2;7
4;2;0;0;0;0;0;1;0
26;3;3;23;4;16;0;1;3
81;17;11;47;8;30;2;7;6
5;0;0;2;0;1;0;0;1
10;3;2;9;1;5;0;0;3
63;13;8;54;10;35;0;3;7
6;0;0;1;0;1;0;1;1
16;0;0;16;2;13;0;0;1
18;1;0;5;1;1;0;0;3
7;2;1;6;2;2;0;0;1
235;45;32;190;74;106;2;4;5
25;1;1;15;5;9;0;0;1
355;96;89;320;126;142;6;5;41
5;0;0;0;0;0;0;0;0
66;15;12;42;13;23;3;1;3
111;18;17;103;20;63;5;2;14
93;15;15;80;36;38;0;0;4
61;7;6;54;16;31;4;0;2
57;23;22;37;5;28;1;1;2
31;9;6;19;2;13;0;2;4
17;4;4;11;6;2;2;3;1
6;0;0;6;1;2;0;0;3
101;25;24;76;18;31;14;0;11
33;15;14;21;5;13;0;1;2
7;6;0;0;0;0;0;1;0
119;21;13;74;19;51;0;2;5
9;4;0;0;0;0;0;1;0
41;12;10;29;11;16;1;1;1
44;11;10;42;8;22;4;0;5
159;28;21;142;27;78;12;1;22
40;10;5;26;0;14;2;2;10
187;40;25;144;35;97;4;3;7
201;41;41;186;36;94;14;3;36
153;25;24;133;37;86;2;1;5
48;15;3;21;3;16;0;0;2
222;165;164;216;129;81;1;0;4
116;18;11;61;19;30;0;5;7
249;103;99;232;61;97;15;4;46
84;9;9;74;25;48;0;0;0
298;70;67;264;53;157;15;4;34
63;11;9;53;14;26;1;2;10
2;0;0;2;0;0;0;0;2
103;33;33;95;31;50;7;2;5
97;20;18;82;26;39;3;2;13
13;0;0;13;0;12;0;0;1
47;15;11;31;8;20;0;2;4
549;85;84;532;125;251;35;13;99
130;38;37;116;33;53;5;0;22
195;17;14;119;40;67;3;3;10
1;1;1;1;0;0;0;0;1
100;8;8;75;14;48;1;0;11
403;95;78;311;98;168;13;7;25
47;5;5;44;19;23;0;0;1
1;1;1;1;1;0;0;0;0
42;4;0;1;0;1;0;5;1
503;101;87;446;177;180;14;3;70
102;50;42;78;40;33;0;1;3
206;43;40;149;63;69;4;9;11
494;177;168;450;84;245;25;7;70
21;3;3;21;5;9;3;0;4
104;36;25;70;21;41;0;3;7
52;13;12;49;7;33;0;0;8
7;0;0;4;1;2;1;0;0
273;81;65;217;67;140;4;3;5
30;14;14;27;4;13;5;0;4
597;205;200;544;133;273;34;2;95
4;1;0;0;0;0;0;0;0
271;58;44;189;43;109;8;12;24
393;107;100;327;83;196;7;5;32
359;82;71;289;79;166;13;7;27
373;66;55;285;83;155;21;9;25
136;35;18;62;18;31;8;8;5
222;56;32;148;41;80;9;6;15
6;0;0;0;0;2;0;0;0
70;6;6;60;25;21;4;1;8
59;14;13;54;14;30;0;0;9
6;3;1;3;0;3;0;0;0
123;17;14;97;36;55;3;2;3
105;26;26;95;21;52;7;1;13
328;97;94;303;92;157;9;4;39
472;130;127;450;144;193;36;1;67
238;57;47;204;56;97;13;4;38
54;19;9;35;13;14;6;7;1
12;5;5;11;3;6;1;0;1
176;59;59;167;70;89;4;0;2
2;0;0;0;0;0;0;0;0
39;8;7;26;9;15;1;0;1
1;0;0;0;0;0;0;0;0
782;209;200;711;139;380;52;13;106
19;8;8;17;2;15;0;0;0
1;0;0;0;0;0;0;0;0
151;28;26;128;47;67;3;1;11
92;20;11;66;13;52;0;1;2
56;21;12;26;11;10;2;4;4
10;3;0;0;0;0;0;0;0
64;18;4;26;11;10;0;4;5
350;100;93;290;84;162;11;3;32
79;12;7;43;17;25;1;2;1
31;2;2;29;10;12;1;0;5
2;0;0;1;0;1;0;0;0
83;14;1;23;11;9;1;3;3
6;1;1;6;2;1;3;0;0
78;22;18;37;11;20;3;3;2
127;30;26;100;30;54;4;4;10
5;0;0;0;0;0;0;2;0
390;75;75;381;102;175;24;1;70
42;8;8;42;7;23;4;2;5
9;3;0;0;0;0;0;1;0
20;3;3;19;6;10;1;0;2
50;13;12;28;5;18;2;2;2
18;2;0;0;0;0;0;2;0
750;486;482;735;310;356;40;4;20
537;102;99;468;138;262;15;10;49
11;2;0;2;1;0;0;1;1
250;47;43;213;57;115;15;5;21
111;34;32;106;28;50;8;0;18
45;10;8;36;6;21;1;1;8
123;20;15;114;64;30;4;2;15
40;9;7;18;1;14;1;1;2
502;97;86;432;92;297;7;10;32
17;2;2;12;2;7;0;1;3
45;13;8;33;3;23;1;0;4
316;96;86;285;72;128;23;4;47
21;4;2;12;2;5;0;3;4
46;5;4;36;8;23;2;1;4
160;36;36;151;40;82;3;4;22
212;39;31;155;40;70;12;5;30
431;65;62;369;124;154;20;5;62
142;21;16;100;21;44;8;2;24
323;112;108;279;84;146;15;4;23
117;25;25;112;40;50;6;0;14
107;20;19;100;33;59;3;0;5
8;1;1;7;4;2;0;0;1
139;31;28;104;30;61;2;1;18
232;58;58;211;67;103;19;1;17
614;121;103;476;175;235;13;9;46
210;41;36;168;46;107;0;3;10
228;56;56;204;67;131;3;1;4
277;122;115;217;62;96;20;4;41
38;27;24;33;4;18;5;0;6
862;229;219;769;174;453;32;20;88
645;133;120;492;182;260;11;10;34
13;0;0;9;3;4;0;0;1
539;97;90;488;129;206;55;7;88
418;109;97;366;69;153;52;12;81
90;18;18;83;24;46;3;3;8
84;12;11;72;25;31;6;2;9
783;119;101;684;284;284;23;9;91
250;107;97;203;55;113;10;3;23
68;22;20;61;9;40;2;2;8
14;2;1;9;3;4;1;1;1
665;159;141;517;128;285;38;21;58
3;1;1;3;0;2;1;0;0
48;3;3;48;12;25;7;0;1
